ticker,horizon,confidence_threshold,total_return,cagr,volatility,sharpe,sortino,max_drawdown,calmar,win_rate,profit_factor,trades,exposure,oos_accuracy,oos_accuracy_std,status
GOOGL,5,0.65,-0.022758605894942052,-0.0034741181889448303,0.03967577136687654,-0.06764817002240577,-0.014466766209667912,-0.09753942424315387,-0.035617579413676645,0.5,0.9231262429846611,10,0.025179856115107913,0.5206082949308756,0.06182789920902546,success
GOOGL,21,0.5,0.3946781744128742,0.05157463383373018,0.1216437849760591,0.4737415578927946,0.33154321955469895,-0.24015820170456648,0.2147527482620616,0.6153846153846154,2.296011795135461,26,0.19124700239808154,0.4850298452661946,0.12354556202524376,success
GOOGL,21,0.55,0.40171290753935396,0.05237474593847202,0.10898355096656978,0.5223406558909451,0.3356522689972816,-0.17497495835248256,0.2993270947546931,0.6666666666666666,2.825689497513789,24,0.15467625899280577,0.4850298452661946,0.12354556202524376,success
GOOGL,21,0.6,0.03551315546089229,0.005289326740917977,0.09349505733344002,0.10292317131343488,0.054822781496458646,-0.23810493714886083,0.022214267390898924,0.5263157894736842,1.2010659450111367,19,0.11690647482014388,0.4850298452661946,0.12354556202524376,success
GOOGL,21,0.65,0.14587851783361172,0.020798363054882474,0.07316956364747942,0.31723235659140037,0.1755183925368545,-0.10104300911052155,0.20583673465358773,0.6666666666666666,2.455315816118009,18,0.08633093525179857,0.4850298452661946,0.12354556202524376,success
AMZN,1,0.5,0.8388878619428584,0.09645990374927882,0.13000263932303524,0.7723578891825992,0.5468715730072772,-0.15261471998637754,0.6320484928183131,0.6785714285714286,2.9301878369675958,28,0.15827338129496402,0.5097273937532003,0.04961870541939171,success
AMZN,1,0.55,0.5546185739152298,0.06897545380979553,0.0909602180369758,0.7778940593242435,0.4853790278799943,-0.0785660519503405,0.8779294885963351,0.7,5.466641791273195,20,0.09952038369304557,0.5097273937532003,0.04961870541939171,success
AMZN,1,0.6,0.54454852867065,0.06792582118493362,0.05357248099523456,1.2524747338821036,0.6503009612273745,-0.05365697403596459,1.2659271680025241,0.7931034482758621,4.53132748748605,29,0.03357314148681055,0.5097273937532003,0.04961870541939171,success
AMZN,1,0.65,0.10196150694004835,0.01478558275304942,0.01914204198874976,0.775741106384669,,-0.00972484772264992,1.5203922133004362,1.0,inf,3,0.002398081534772182,0.5097273937532003,0.04961870541939171,success
AMZN,5,0.5,0.7565814387841199,0.08889611436685563,0.11295587346983685,0.8096862845188407,0.5198227920931822,-0.11415043629595245,0.7787628085483517,0.625,3.3570336541571093,24,0.1420863309352518,0.5289396825396825,0.111265010466723,success
AMZN,5,0.55,0.48396767950410746,0.06148580988850316,0.09741384676491009,0.660561052913251,0.3481862867105158,-0.11128387271950235,0.5525132113570653,0.6111111111111112,2.8890905174947945,18,0.1013189448441247,0.5289396825396825,0.111265010466723,success
AMZN,5,0.6,0.4028408672569832,0.05250271989616939,0.08338718169820278,0.6544105901580825,0.35460310759736524,-0.11266336577504832,0.46601412566530326,0.6923076923076923,5.227599423254257,13,0.0803357314148681,0.5289396825396825,0.111265010466723,success
AMZN,5,0.65,0.1322650201053701,0.01895574022817592,0.06473548198009466,0.32201565952840283,0.16195547736955923,-0.19415662051201787,0.09763118135341979,0.47368421052631576,1.8326539509148019,19,0.05995203836930456,0.5289396825396825,0.111265010466723,success
AMZN,21,0.5,0.7073415603335587,0.08422601196114488,0.12718791922221145,0.6982903917788114,0.4523719295096635,-0.2337921269281702,0.3602602579813233,0.6,5.7264472206468495,20,0.14628297362110312,0.5191768161552583,0.2521649491205658,success
AMZN,21,0.55,0.8060875939474179,0.093480759529736,0.11524336031322985,0.8322623140737562,0.4614959375889157,-0.23179844975355457,0.4032846622965929,0.5789473684210527,5.023496175737915,19,0.11510791366906475,0.5191768161552583,0.2521649491205658,success
AMZN,21,0.6,0.6825624177516185,0.08183246719231962,0.09580064214363106,0.8683197588740635,0.37560615384479756,-0.13004659221698633,0.6292549908249798,0.6153846153846154,4.798475905843408,13,0.08752997601918465,0.5191768161552583,0.2521649491205658,success
AMZN,21,0.65,0.604272222347009,0.07406814631773084,0.08109581749691594,0.9206633207576961,0.4551562767729374,-0.05609628363738828,1.320375281837107,0.875,14.943102565071657,8,0.07194244604316546,0.5191768161552583,0.2521649491205658,success
TSLA,1,0.5,0.5922271753439066,0.07284517764337672,0.22503524812952733,0.424815967044383,0.28864312839163747,-0.45183284701367277,0.16122151836644222,0.43548387096774194,1.4018692894146287,62,0.17326139088729017,0.5318859190988224,0.05942845862984743,success
